name,height_cm,weight_kg,reach_cm,strikes_per_min,striking_accuracy,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
Masakatsu Okuda,,,,0.0,0.0,4.27,0.0,0.0,4.3
Kazuki Okubo,180.34,79.38,,1.53,0.38,1.97,0.25,0.36,2.0
Bolaji Oki,177.8,70.31,185.42,5.63,0.45,2.58,0.75,0.85,0.0
JJ Okanovich,180.34,70.31,193.04,6.93,0.55,5.27,0.0,1.0,0.0
Yushin Okami,187.96,77.11,190.5,2.06,0.38,2.25,0.39,0.84,0.5
Takayuki Okada,185.42,131.54,,0.0,0.0,0.0,0.0,0.0,0.0
Koji Oishi,172.72,77.11,,1.43,0.09,17.86,0.0,0.0,0.0
Michiyoshi Ohara,177.8,92.99,,0.28,0.29,3.13,0.0,0.33,0.0
Ho Taek Oh,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Andy Ogle,172.72,65.77,175.26,2.24,0.44,2.23,0.26,0.58,0.0
Trey Ogden,180.34,70.31,182.88,3.2,0.5,3.49,0.32,1.0,0.7
Naoya Ogawa,193.04,115.67,,2.41,0.42,1.66,1.0,0.66,1.2
Kaan Ofli,170.18,65.77,167.64,2.0,0.45,2.93,0.0,0.0,0.0
Volkan Oezdemir,187.96,92.99,190.5,4.95,0.48,4.22,0.29,0.8,0.1
Richard Odoms,195.58,120.2,,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ocon,172.72,61.23,175.26,1.73,0.53,5.27,0.0,0.63,0.0
Jose Ochoa,170.18,56.7,170.18,3.33,0.31,3.4,0.0,1.0,1.0
Nobuhiro Obiya,172.72,65.77,,0.63,0.28,2.53,0.5,0.41,0.5
Takahiro Oba,172.72,90.72,,0.23,0.25,1.82,0.0,0.0,0.0
Brendan O'Reilly,170.18,77.11,175.26,1.9,0.47,2.77,0.43,0.36,0.6
Casey O'Neill,167.64,56.7,175.26,7.89,0.52,5.65,0.34,0.7,0.7
Chuck O'Neil,187.96,77.11,,3.13,0.37,4.4,0.0,0.0,0.0
Jeremiah O'Neal,172.72,117.93,,1.15,0.4,7.5,0.0,0.0,0.0
Sean O'Malley,180.34,61.23,182.88,6.7,0.61,3.48,0.42,0.61,0.3
Sean O'Haire,195.58,122.47,,8.28,0.57,22.76,0.0,0.0,0.0
Dan O'Connor,162.56,52.16,,4.0,0.56,5.1,0.0,1.0,0.0
Sean O'Connell,185.42,92.99,187.96,5.46,0.48,6.77,0.0,0.3,0.5
TJ O'Brien,187.96,70.31,,3.77,0.46,4.78,1.0,0.0,0.0
Jake O'Brien,190.5,92.99,193.04,1.31,0.31,1.92,0.54,0.25,0.2
Abubakar Nurmagomedov,180.34,77.11,182.88,2.78,0.53,2.61,0.22,0.88,0.0
Said Nurmagomedov,172.72,61.23,177.8,3.38,0.47,2.25,0.15,0.62,1.2
Khabib Nurmagomedov,177.8,70.31,177.8,4.1,0.48,1.75,0.48,0.84,0.8
Diyar Nurgozhay,187.96,92.99,187.96,3.13,0.48,3.4,1.0,1.0,0.0
Josiane Nunes,157.48,61.23,170.18,5.65,0.43,5.76,0.0,0.58,0.0
Istela Nunes,162.56,52.16,167.64,5.02,0.45,4.84,0.0,0.5,0.0
Nina Nunes,165.1,56.7,162.56,4.39,0.45,3.47,0.33,0.73,0.5
Amanda Nunes,172.72,61.23,175.26,4.55,0.51,2.62,0.54,0.82,0.7
Diego Nunes,167.64,65.77,170.18,2.72,0.43,2.59,0.44,0.65,0.6
Shayilan Nuerdanbieke,172.72,65.77,175.26,1.95,0.45,2.64,0.35,0.28,0.2
Taiyilake Nueraji,187.96,77.11,190.5,11.01,0.48,7.39,0.0,0.0,0.0
Phillipe Nover,175.26,65.77,182.88,1.79,0.35,2.48,0.28,0.44,0.7
Jason Novelli,182.88,70.31,,1.73,0.24,3.55,0.33,1.0,0.0
Jonatas Novaes,180.34,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Shohei Nose,167.64,61.23,172.72,1.52,0.37,2.17,0.17,0.14,3.6
Scott Norton,177.8,77.11,,0.67,0.3,0.34,0.25,0.0,0.0
Jan Nortje,185.42,140.61,,3.32,0.51,4.5,0.0,0.66,2.9
Sage Northcutt,182.88,77.11,180.34,3.58,0.52,1.96,0.34,0.41,0.6
KJ Noons,177.8,70.31,177.8,3.68,0.35,3.78,0.2,0.68,0.0
Nick Nolte,182.88,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Tom Nolan,190.5,70.31,185.42,5.82,0.45,4.85,0.12,0.66,1.6
Kyle Noke,185.42,77.11,193.04,3.23,0.5,2.09,0.54,0.66,0.8
Talita Nogueira,177.8,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Franca Nogueira,170.18,65.77,,0.6,0.2,4.18,0.0,0.0,0.0
Rogerio Nogueira,187.96,92.99,190.5,2.43,0.35,2.34,0.44,0.62,0.8
Antonio Rodrigo Nogueira,190.5,108.86,195.58,1.95,0.42,2.4,0.29,0.36,2.4
Jacob Noe,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Nobre,165.1,61.23,,1.37,0.3,9.16,0.0,0.0,0.0
Kyle Noblitt,187.96,110.22,,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Noble,175.26,77.11,,6.21,0.4,3.79,0.0,0.0,0.0
Chidi Njokuani,190.5,77.11,203.2,4.72,0.62,2.64,0.0,0.75,0.2
Anthony Njokuani,185.42,70.31,190.5,3.94,0.46,2.41,0.45,0.53,0.2
Akiyo Nishiura,172.72,63.05,,1.59,0.57,1.26,0.0,0.52,0.3
Yamato Nishikawa,170.18,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Yosuke Nishijima,175.26,92.99,,1.72,0.37,5.59,0.0,0.0,0.0
Soichi Nishida,180.34,145.15,,0.0,0.0,0.0,0.0,0.0,0.0
Guangyou Ning,162.56,65.77,162.56,2.66,0.41,1.91,0.5,0.62,0.3
Mats Nilsson,185.42,77.11,,2.99,0.39,5.62,0.83,0.44,2.3
Jack Nilson,,,,0.0,0.0,0.0,0.0,0.0,0.0
Fedor Nikolov,,,,0.0,0.0,0.0,0.0,0.0,0.0
Hans Nijman,182.88,113.4,,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey Nijem,180.34,70.31,190.5,3.05,0.44,1.62,0.62,0.55,1.1
Tom Niinimaki,175.26,65.77,175.26,1.91,0.54,2.31,0.46,0.33,0.5
Khomkrit Niimi,157.48,56.7,,0.0,0.0,5.73,0.0,0.0,0.0
Jaimelene Nievera,165.1,56.7,,1.67,0.53,8.73,0.16,0.0,0.0
Stewart Nicoll,165.1,56.7,165.1,3.02,0.47,1.13,1.0,0.0,0.0
Matheus Nicolau,167.64,56.7,167.64,3.31,0.51,2.98,0.43,0.9,0.8
Mike Nickels,193.04,92.99,,4.44,0.52,1.11,0.8,0.0,2.8
Bo Nickal,185.42,83.91,193.04,2.65,0.63,1.86,0.5,0.0,3.6
Alex Nicholson,193.04,83.91,195.58,4.12,0.43,4.65,0.0,0.5,0.5
Steven Nguyen,180.34,65.77,185.42,7.15,0.4,7.36,1.0,0.84,0.0
Ben Nguyen,165.1,56.7,165.1,3.51,0.4,3.01,0.33,0.63,1.0
Francis Ngannou,193.04,113.4,210.82,2.33,0.41,2.16,0.62,0.71,0.3
Emanuel Newton,185.42,92.99,,1.92,0.49,1.35,1.0,0.0,0.0
Carlos Newton,175.26,77.11,,0.65,0.41,1.55,0.7,0.43,0.9
Jeff Newton,187.96,92.99,,0.28,0.2,1.41,0.0,0.0,8.5
Journey Newson,165.1,61.23,170.18,2.64,0.32,2.57,0.16,0.43,0.3
Nick Newell,177.8,70.31,,3.53,0.46,4.07,0.0,0.33,0.0
Julio Cesar Neves Jr.,172.72,65.77,,1.98,0.35,4.81,0.25,0.76,0.0
Eduardo Neves,187.96,119.29,198.12,7.69,0.65,6.15,0.66,0.0,0.0
Antonio Braga Neto,190.5,83.91,195.58,1.36,0.33,3.92,0.37,0.0,0.5
Mario Neto,182.88,103.87,,1.89,0.5,1.89,1.0,0.0,0.0
Lissette Neri,157.48,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Nelson,180.34,65.77,180.34,3.51,0.45,4.72,0.2,0.73,0.6
Gunnar Nelson,180.34,77.11,182.88,1.84,0.61,3.0,0.59,0.66,1.0
Roy Nelson,182.88,119.29,185.42,2.18,0.36,4.79,0.27,0.65,0.1
Shane Nelson,175.26,70.31,177.8,1.38,0.31,2.84,0.18,0.54,1.6
Steve Nelmark,182.88,108.86,,0.0,0.0,0.0,0.0,0.0,0.0
Nicolae Negumereanu,182.88,92.99,198.12,3.58,0.41,5.56,0.28,0.62,0.0
Josh Neer,180.34,77.11,182.88,3.29,0.46,3.63,0.34,0.46,1.3
Stanislav Nedkov,180.34,92.99,180.34,3.33,0.43,5.39,0.41,0.0,0.0
Geoff Neal,180.34,77.11,190.5,5.05,0.51,5.44,0.5,0.87,0.1
Joe Neal,167.64,61.23,,1.87,0.19,3.8,0.0,0.0,0.0
Josh Neal,182.88,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Neace,175.26,65.77,175.26,2.08,0.32,2.66,0.0,0.0,1.7
Tafon Nchukwi,182.88,83.91,195.58,5.57,0.52,4.11,0.57,0.64,0.0
Marcio Navarro,182.88,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Danny Navarro,177.8,70.31,,3.83,0.32,4.62,0.25,1.0,0.0
Ismail Naurdiev,177.8,83.91,187.96,3.41,0.53,1.52,0.4,0.72,0.2
Kevin Natividad,167.64,61.23,177.8,2.68,0.34,4.29,0.5,0.83,0.0
Rafael Natal,182.88,83.91,195.58,3.1,0.47,2.48,0.34,0.77,0.5
Pawel Nastula,182.88,104.33,,1.3,0.43,1.73,0.6,0.0,1.5
Nasrudin Nasrudinov,182.88,92.99,180.34,1.03,0.87,0.29,0.5,0.4,0.0
Reza Nasri,180.34,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Nash,182.88,77.11,187.96,3.42,0.37,3.95,0.33,1.0,1.6
Rodrigo Nascimento,187.96,111.58,203.2,3.71,0.47,4.34,0.37,0.6,0.5
Allan Nascimento,172.72,56.7,175.26,3.21,0.61,2.28,0.26,0.16,0.9
Fabio Nascimento,177.8,83.91,,2.94,0.38,4.63,0.0,0.55,0.8
Roger Narvaez,190.5,83.91,,2.12,0.37,3.32,0.0,0.5,0.9
Nad Narimani,172.72,65.77,177.8,3.33,0.42,3.0,0.41,0.7,0.0
Yasuhito Namekawa,175.26,92.99,,0.14,0.5,3.65,0.25,0.0,4.2
Rose Namajunas,165.1,56.7,165.1,3.71,0.42,3.48,0.5,0.61,0.4
Tyson Nam,170.18,56.7,172.72,3.87,0.33,4.97,0.0,0.87,0.0
Yui Chul Nam,175.26,65.77,,3.53,0.51,2.0,0.16,0.57,0.3
Yoshihiro Nakao,182.88,99.79,,1.73,0.35,2.06,0.46,0.0,0.5
Jutaro Nakao,175.26,77.11,,0.53,0.38,1.06,0.5,0.56,0.0
Tokitaka Nakanishi,167.64,61.23,167.64,1.1,0.44,1.57,0.37,0.0,0.0
Rinya Nakamura,170.18,61.23,172.72,3.1,0.51,1.7,0.81,1.0,1.5
Yusaku Nakamura,165.1,65.77,,1.72,0.45,3.67,0.0,0.83,0.0
Daisuke Nakamura,170.18,69.85,,0.94,0.3,1.38,0.4,0.3,3.6
Keita Nakamura,180.34,77.11,185.42,2.23,0.36,3.2,0.48,0.63,0.3
Kazuhiro Nakamura,180.34,92.99,177.8,1.56,0.37,1.83,0.36,0.42,0.6
Rin Nakai,154.94,61.23,,1.57,0.33,3.9,0.18,0.75,0.5
Andrews Nakahara,185.42,83.91,,2.68,0.44,1.9,0.0,0.72,0.4
Yura Naito,182.88,83.91,187.96,1.22,0.44,5.33,0.09,0.0,0.0
Yukiya Naito,185.42,92.99,,1.54,0.33,5.13,0.0,0.0,0.0
Muhammad Naimov,175.26,65.77,177.8,2.94,0.41,3.77,0.36,0.66,0.0
Logan Nail,,83.91,,1.93,0.51,2.27,0.0,0.37,0.0
Greg Nagy,185.42,95.25,,0.41,0.5,2.69,0.0,0.0,1.2
Yuji Nagata,182.88,102.06,,1.45,0.4,14.46,0.0,0.0,0.0
Katsuhiko Nagata,170.18,69.85,,1.05,0.19,1.5,0.28,0.28,0.0
Ho Bae Myeon,180.34,76.2,,3.16,0.16,3.16,0.0,0.0,0.0
Fiona Muxlow,162.56,65.77,,1.44,0.27,5.45,0.0,0.0,0.0
Elvis Mutapcic,182.88,83.91,182.88,3.41,0.4,4.27,0.0,0.81,0.0
Max Mustaki,182.88,70.31,,8.2,0.5,13.0,0.0,0.0,0.0
Magomed Mustafaev,172.72,70.31,180.34,2.59,0.58,2.68,0.5,0.23,0.4
Andre Mussi,190.5,109.77,,0.0,0.0,10.59,0.0,0.0,0.0
Nicholas Musoke,182.88,77.11,190.5,3.56,0.35,3.8,0.19,0.82,0.2
Josias Musasa,172.72,61.23,187.96,3.45,0.43,4.6,0.5,0.77,0.8
Azamat Murzakanov,177.8,92.99,180.34,4.72,0.56,2.9,0.15,0.83,0.0
Khalid Murtazaliev,182.88,83.91,193.04,4.8,0.69,0.4,1.0,0.33,0.0
Jesse Murray,190.5,92.99,198.12,2.38,0.28,7.72,0.0,0.0,0.0
Lee Murray,190.5,83.91,,0.36,0.15,3.28,1.0,0.42,1.8
Lerone Murphy,175.26,65.77,185.42,4.8,0.54,2.67,0.54,0.48,0.6
Patrick Murphy,182.88,77.11,,3.4,0.66,0.8,0.0,0.5,1.0
Lauren Murphy,165.1,56.7,170.18,4.05,0.39,5.25,0.25,0.69,0.1
Jon Murphy,190.5,117.93,,3.93,0.66,8.85,0.0,0.0,0.0
Ian Murphy,185.42,83.91,,0.0,0.0,1.93,1.0,0.0,0.0
Tom Murphy,187.96,102.97,,2.5,0.71,0.17,0.85,0.0,2.5
Samandar Murodov,185.42,77.11,190.5,1.5,0.75,0.5,0.66,0.0,1.5
Vince Murdock,167.64,65.77,162.56,1.21,0.21,7.17,0.0,0.0,0.0
Ailiya Muratbek,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Kanako Murata,154.94,52.16,157.48,2.15,0.56,2.4,0.56,1.0,0.8
Ryuichi Murata,172.72,83.01,,0.84,0.36,1.89,0.5,1.0,3.2
Kazunari Murakami,185.42,99.79,,0.0,0.0,0.0,0.0,0.0,0.0
Makhmud Muradov,187.96,83.91,190.5,4.21,0.43,2.57,0.66,0.77,0.2
Olivier Murad,177.8,65.77,182.88,2.6,0.36,2.2,1.0,0.55,0.0
Andy Murad,175.26,83.91,,2.6,0.76,2.87,0.2,0.42,0.0
Johnny Munoz,175.26,61.23,180.34,2.44,0.36,2.66,0.25,0.45,1.8
Alexander Munoz,175.26,70.31,182.88,3.7,0.42,4.73,0.4,1.0,0.0
Mark Munoz,182.88,83.91,180.34,3.12,0.51,2.26,0.29,0.57,0.6
Andre Muniz,185.42,83.91,198.12,1.97,0.5,1.99,0.5,0.35,1.2
Pedro Munhoz,167.64,61.23,165.1,5.38,0.41,6.29,0.16,0.82,0.5
Melissa Mullins,170.18,61.23,172.72,3.43,0.56,3.26,0.37,0.85,0.0
Jim Mullen,185.42,97.52,,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Mullarkey,182.88,70.31,187.96,4.39,0.46,4.53,0.34,0.78,0.1
James Mulheron,177.8,110.22,185.42,2.4,0.31,3.47,0.0,0.25,0.0
Quinn Mulhern,190.5,70.31,,1.48,0.28,2.09,0.2,0.33,0.0
Fazlo Mulabitinovic,,61.23,,0.54,0.16,0.0,0.0,0.0,8.0
Belal Muhammad,180.34,77.11,182.88,4.39,0.43,3.48,0.39,0.89,0.2
Lauren Mueller,165.1,56.7,170.18,4.08,0.41,3.77,0.5,0.71,0.0
Garrett Mueller,175.26,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Askar Mozharov,190.5,92.99,187.96,0.43,0.18,4.07,0.0,0.33,0.0
Jamie Moyle,154.94,52.16,165.1,4.51,0.51,4.0,0.21,0.5,0.0
Kin Moy,165.1,61.23,,2.3,0.33,1.93,0.42,0.5,1.7
Kris Moutinho,170.18,61.23,172.72,4.86,0.32,15.48,0.0,0.0,0.0
Gegard Mousasi,187.96,83.91,193.04,3.75,0.5,1.21,0.6,0.59,1.1
Eduarda Moura,167.64,56.7,167.64,2.6,0.49,2.45,0.35,1.0,0.4
Flavio Luiz Moura,180.34,83.01,,0.67,0.16,0.0,0.0,0.0,0.0
Nikolas Motta,175.26,70.31,177.8,3.64,0.37,4.5,0.0,0.82,0.0
Juan Mott,182.88,86.18,,0.0,0.0,0.0,0.0,0.0,0.0
Miki Motono,157.48,52.16,160.02,1.27,0.27,4.2,0.3,0.0,1.0
Carlos Mota,162.56,56.7,175.26,0.8,0.41,1.13,0.0,0.5,1.0
Harry Moskowitz,195.58,124.74,,0.0,0.0,0.0,0.0,0.0,0.0
Jack Morrison,180.34,92.99,,0.0,0.0,19.31,0.0,0.0,0.0
Anthony Morrison,170.18,65.77,,1.7,0.33,0.49,0.0,0.5,0.0
Scott Morris,177.8,95.25,,0.0,0.0,0.0,0.0,0.0,0.0
Brad Morris,187.96,92.99,,0.5,0.62,6.95,0.0,0.0,0.0
Sergey Morozov,167.64,61.23,170.18,3.01,0.43,2.97,0.31,0.68,0.0
Maryna Moroz,170.18,56.7,170.18,4.42,0.33,4.89,0.24,0.42,0.6
Alex Morono,180.34,77.11,182.88,5.03,0.4,4.78,0.24,0.47,0.3
Alexander Morgan,177.8,65.77,180.34,3.71,0.44,2.78,0.0,0.0,0.0
Peggy Morgan,185.42,61.23,,2.27,0.23,8.2,0.0,0.5,0.0
Sammy Morgan,177.8,77.11,,1.05,0.22,3.74,0.2,0.0,0.5
Dan Moret,182.88,70.31,185.42,2.67,0.43,3.56,0.27,0.45,0.4
Mike Moreno,182.88,83.91,,1.27,0.51,1.07,0.0,0.44,0.0
Brandon Moreno,170.18,56.7,177.8,3.99,0.43,3.53,0.46,0.64,0.4
Jesse Moreng,170.18,65.77,,1.26,0.4,2.08,1.0,1.0,0.0
Vinicius Moreira,193.04,92.99,193.04,3.15,0.59,5.07,0.18,0.0,1.3
Gisele Moreira,167.64,61.23,,5.93,0.42,6.33,0.57,0.0,0.0
Richardson Moreira,187.96,83.91,,1.17,0.28,1.83,0.0,1.0,0.0
Joe Moreira,180.34,88.45,,0.0,0.0,0.0,0.0,0.0,0.0
Christian Morecraft,198.12,117.93,205.74,2.82,0.34,2.46,0.66,0.5,2.2
Sarah Moras,170.18,61.23,170.18,2.28,0.34,3.58,0.21,0.33,0.8
Michael Morales,182.88,77.11,200.66,5.42,0.48,3.42,0.41,0.92,0.0
Omar Morales,180.34,70.31,185.42,3.42,0.4,3.18,1.0,0.63,0.0
Vince Morales,170.18,61.23,177.8,3.84,0.37,4.29,0.35,0.6,0.3
Joseph Morales,167.64,56.7,175.26,1.58,0.37,1.72,0.5,0.23,2.6
Albert Morales,175.26,61.23,182.88,3.81,0.35,3.96,0.35,0.7,0.2
Leonardo Morales,172.72,61.23,,2.05,0.47,2.05,0.0,0.62,0.0
Ricardo Morais,203.2,122.47,,2.86,0.37,2.39,0.0,0.0,0.0
John Moraga,167.64,56.7,167.64,2.57,0.43,2.55,0.23,0.44,1.1
Sheymon Moraes,172.72,65.77,182.88,3.0,0.42,3.64,0.0,0.53,0.0
Marlon Moraes,167.64,61.23,170.18,3.37,0.4,4.53,0.41,0.46,0.3
Sergio Moraes,182.88,77.11,182.88,2.42,0.42,3.73,0.38,0.75,0.4
Taylor Moore,177.8,61.23,177.8,0.2,0.75,2.07,0.0,0.25,0.0
Dustin Moore,162.56,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Nate Moore,182.88,77.11,,2.21,0.25,2.87,0.16,0.25,0.0
Todd Moore,175.26,77.11,180.34,1.83,0.26,2.3,0.14,0.54,0.0
Homer Moore,177.8,92.99,,0.68,0.5,0.68,0.66,0.0,0.0
James Moontasri,177.8,77.11,180.34,2.39,0.48,3.86,0.0,0.79,0.2
Steve Montgomery,193.04,83.91,,4.85,0.39,4.12,0.0,0.64,0.0
Antonio Monteiro,170.18,65.77,177.8,3.93,0.49,8.33,0.33,0.66,1.0
Nicco Montano,165.1,61.23,165.1,5.6,0.41,4.43,0.54,0.69,0.4
Erick Montano,182.88,77.11,185.42,2.79,0.44,2.06,0.36,0.66,0.0
Augusto Montano,185.42,77.11,185.42,3.46,0.46,2.66,0.0,0.66,0.0
Andrew Montanez,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Montague,167.64,56.7,170.18,1.92,0.25,5.38,0.25,0.33,1.4
Jeff Monson,175.26,112.04,187.96,0.97,0.3,2.87,0.12,0.66,0.7
Hidetaka Monma,182.88,76.2,,1.67,0.25,9.76,0.0,0.0,0.0
Rudyard Moncayo,177.8,88.45,,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Molina,167.64,56.7,175.26,7.25,0.48,5.04,0.0,0.66,0.0
Dan Molina,177.8,97.98,,0.0,0.0,5.58,0.0,0.0,20.9
Suman Mokhtarian,172.72,65.77,182.88,2.21,0.43,6.85,0.0,0.0,0.0
Ashkan Mokhtarian,167.64,56.7,170.18,1.95,0.43,3.66,0.16,0.33,0.0
Muhammad Mokaev,170.18,56.7,177.8,1.61,0.45,1.35,0.41,0.25,0.8
Thiago Moises,175.26,70.31,177.8,2.5,0.41,4.12,0.35,0.53,1.2
Renato Moicano,180.34,70.31,182.88,4.36,0.48,3.55,0.44,0.71,0.6
Nate Mohr,175.26,70.31,182.88,3.79,0.41,2.5,0.5,0.71,0.0
Bronson Mohika,,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Moffett,177.8,65.77,185.42,3.41,0.39,3.15,0.66,0.66,1.4
Roxanne Modafferi,170.18,56.7,175.26,3.35,0.3,5.7,0.23,0.3,0.1
Tatsuya Mizuno,185.42,92.99,,2.25,0.37,3.52,0.25,0.4,3.6
Mizuki,160.02,52.16,165.1,4.56,0.5,5.62,0.14,0.85,0.0
Takeya Mizugaki,170.18,61.23,175.26,3.37,0.37,3.27,0.57,0.7,0.1
Motoki Miyazawa,180.34,76.2,,1.23,0.28,3.91,0.0,0.0,0.0
Kazuyuki Miyata,172.72,63.05,,2.04,0.52,1.82,0.46,0.68,0.0
Tomoya Miyashita,170.18,63.05,,1.67,0.65,0.93,0.8,0.0,2.0
Jonathan  Mix,182.88,76.2,,0.0,0.0,0.0,0.0,0.0,0.0
Hiromitsu Miura,175.26,77.11,180.34,2.12,0.34,2.12,0.5,0.69,0.6
Eiji Mitsuoka,170.18,65.77,,1.49,0.49,2.26,0.36,0.2,1.6
Matt Mitrione,190.5,120.2,208.28,3.55,0.5,2.79,0.0,0.55,0.7
Roman Mitichyan,177.8,77.11,,0.26,0.16,2.7,1.0,0.25,1.9
Terrence Mitchell,177.8,61.23,187.96,2.21,0.34,8.85,0.5,0.0,0.0
Maurice Mitchell,175.26,65.77,,3.8,0.55,3.54,0.0,1.0,0.0
Bryce Mitchell,177.8,65.77,177.8,2.31,0.59,1.53,0.43,0.33,1.4
Clay Mitchell,187.96,83.91,,1.63,0.85,0.0,0.0,1.0,4.1
Brad Mitchell,180.34,65.77,,1.15,0.33,4.2,0.0,1.0,1.9
Danny Mitchell,187.96,77.11,,2.53,0.49,2.53,0.0,1.0,3.0
David Mitchell,182.88,77.11,190.5,1.74,0.32,2.06,0.5,0.29,2.0
Felix Lee Mitchell,,,,0.0,0.0,0.0,0.0,0.0,0.0
Dokonjonosuke Mishima,170.18,70.31,,1.06,0.41,1.22,0.4,0.25,1.4
Toby Misech,172.72,65.77,,3.27,0.4,7.73,0.0,0.0,0.0
Kazuo Misaki,172.72,83.01,,2.85,0.4,2.74,0.38,0.51,0.6
Damir Mirenic,182.88,83.91,,0.84,0.5,9.86,0.0,0.0,0.0
Gabriel Miranda,180.34,65.77,180.34,2.82,0.4,5.3,0.33,0.0,1.3
Vitor Miranda,185.42,83.91,195.58,2.98,0.45,2.95,0.55,0.5,0.2
Mario Miranda,190.5,83.91,187.96,1.96,0.54,2.46,0.6,0.54,0.0
Juan Miranda,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Frank Mir,190.5,119.75,200.66,2.18,0.47,3.84,0.4,0.54,2.0
Stipe Miocic,193.04,108.86,203.2,4.67,0.52,4.01,0.34,0.65,0.0
Carlton Minus,177.8,77.11,190.5,3.5,0.4,4.97,0.0,0.58,0.0
Ikuhisa Minowa,175.26,82.1,,0.88,0.4,1.66,0.41,0.05,1.9
Mike Minniger,,,,0.0,0.0,0.0,0.0,0.0,0.0
Darrick Minner,170.18,65.77,175.26,2.63,0.65,2.28,0.72,0.66,2.7
Vitaly Minakov,187.96,112.94,,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Mina,182.88,77.11,195.58,3.23,0.38,3.7,0.2,0.5,0.0
Adam Milstead,190.5,92.99,193.04,3.85,0.46,4.79,0.0,0.64,0.0
Che Mills,185.42,77.11,193.04,2.08,0.52,2.87,0.66,0.58,0.0
Eddy Millis,185.42,83.91,,0.0,0.0,3.36,0.0,0.0,7.2
Juliana Miller,170.18,56.7,167.64,3.31,0.45,4.75,0.44,0.0,1.8
Mo Miller,172.72,61.23,182.88,1.87,0.45,1.33,0.8,0.0,0.0
Aaron Miller,175.26,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Micah Miller,182.88,65.77,,1.33,0.33,2.15,0.37,0.21,2.0
Henry Miller,170.18,122.47,,1.25,0.36,2.16,0.25,0.6,0.0
Cole Miller,185.42,65.77,185.42,3.0,0.33,3.88,0.36,0.38,1.8
Jim Miller,172.72,70.31,180.34,2.99,0.42,3.51,0.44,0.49,1.7
Dan Miller,185.42,83.91,187.96,2.03,0.36,3.06,0.54,0.47,1.8
Jason Miller,185.42,83.91,,1.83,0.43,2.3,0.28,0.43,1.3
Phillip Miller,180.34,83.91,,1.61,0.54,1.93,0.25,1.0,0.6
Curtis Millender,187.96,77.11,193.04,3.86,0.46,2.95,1.0,0.57,0.0
Pat Miletich,177.8,77.11,,1.79,0.45,1.66,1.0,0.54,1.0
Billy Miles,177.8,77.11,,0.0,0.0,1.25,0.0,0.0,0.0
Bojan Mihajlovic,180.34,92.99,185.42,1.23,0.35,5.95,0.0,0.33,0.0
Gabriel Miglioli,172.72,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mierzwiak,185.42,83.91,,1.6,0.61,1.73,0.28,0.0,1.0
Keith Mielke,172.72,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Kristof Midoux,185.42,99.79,,0.7,0.43,2.89,0.0,0.0,0.0
Zachary Micklewright,182.88,70.31,187.96,5.56,0.53,4.72,0.12,1.0,0.0
Chris Mickle,175.26,65.77,,3.03,0.27,9.7,0.0,0.0,0.0
David Michaud,175.26,70.31,,3.25,0.43,4.45,0.58,0.77,0.7
Andreas Michailidis,182.88,77.11,193.04,2.9,0.51,3.57,0.27,0.5,0.0
Brandon Michaels,175.26,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Micallef,182.88,77.11,195.58,4.77,0.43,4.0,0.5,0.5,0.8
Guy Mezger,185.42,90.72,,2.3,0.32,1.36,0.5,0.88,0.0
Yaotzin Meza,175.26,65.77,180.34,1.43,0.41,1.62,0.2,0.18,1.4
Jonathan Meunier,190.5,77.11,,3.47,0.5,1.43,0.33,0.58,0.0
Jeremiah Metcalf,185.42,83.91,,1.74,0.59,0.27,0.66,1.0,2.0
Joe Merritt,182.88,77.11,,1.53,0.58,0.73,0.0,0.68,0.0
Nick Meregali,,,,0.0,0.0,0.0,0.0,0.0,0.0
